Course Code€Prerequisites€Group€Subgroup€Condition Code€Multiple in Group€Credit Amount€Credit Type€Course Level€Phase€Music Core€High School€Extras
ACCT*1220€€1€1€€€€€€€0€€
ACCT*1240€ACCT*1220 or ACCT*2220€1€1€ACCT*1220€0€€€€€0€€
ACCT*1240€ACCT*1220 or ACCT*2220€1€2€ACCT*2220€0€€€€€0€€
ACCT*2230€ACCT*1220 or ACCT*2220€1€1€ACCT*1220€0€€€€€0€€
ACCT*2230€ACCT*1220 or ACCT*2220€1€2€ACCT*2220€0€€€€€0€€
ACCT*3230€ACCT*2230€1€1€ACCT*2230€0€€€€€0€€
ACCT*3280€ACCT*3330€1€1€ACCT*3330€0€€€€€0€€
ACCT*3330€ACCT*1220 or ACCT*2220€1€1€ACCT*1220€0€€€€€0€€
ACCT*3330€ACCT*1220 or ACCT*2220€1€2€ACCT*2220€0€€€€€0€€
ACCT*3340€ACCT*3330€1€1€ACCT*3330€0€€€€€0€€
ACCT*3350€ACCT*3330€1€1€ACCT*3330€0€€€€€0€€
ACCT*4220€(ACCT*3330 or BUS*3330), (ACCT*3340 or BUS*3340)€1€1€ACCT*3330€0€€€€€0€€
ACCT*4220€(ACCT*3330 or BUS*3330), (ACCT*3340 or BUS*3340)€1€2€BUS*3330€0€€€€€0€€
ACCT*4220€(ACCT*3330 or BUS*3330), (ACCT*3340 or BUS*3340)€3€1€ACCT*3340€0€€€€€0€€
ACCT*4220€(ACCT*3330 or BUS*3330), (ACCT*3340 or BUS*3340)€3€2€BUS*3340€0€€€€€0€€
ACCT*4230€ACCT*3230 or BUS*3230€1€1€ACCT*3230€0€€€€€0€€
ACCT*4230€ACCT*3230 or BUS*3230€1€2€BUS*3230€0€€€€€0€€
ACCT*4270€ACCT*3280 or BUS*3280€1€1€ACCT*3280€0€€€€€0€€
ACCT*4270€ACCT*3280 or BUS*3280€1€2€BUS*3280€0€€€€€0€€
ACCT*4290€ACCT*3280 or BUS*4280€1€1€ACCT*3280€0€€€€€0€€
ACCT*4290€ACCT*3280 or BUS*4280€1€2€BUS*4280€0€€€€€0€€
ACCT*4340€15.00 credits including ACCT*3340€1€1€€0€15.00€€€€0€€
